Code Point,Character,UTF-8 (Hex),Emacs Key Press,Block
"U+2912","⤒","E2A492","C-x 8 RET 2912 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2913","⤓","E2A493","C-x 8 RET 2913 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2914","⤔","E2A494","C-x 8 RET 2914 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2915","⤕","E2A495","C-x 8 RET 2915 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2916","⤖","E2A496","C-x 8 RET 2916 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2917","⤗","E2A497","C-x 8 RET 2917 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2918","⤘","E2A498","C-x 8 RET 2918 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2919","⤙","E2A499","C-x 8 RET 2919 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+291A","⤚","E2A49A","C-x 8 RET 291A RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+291B","⤛","E2A49B","C-x 8 RET 291B RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+291C","⤜","E2A49C","C-x 8 RET 291C RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+291D","⤝","E2A49D","C-x 8 RET 291D RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+291E","⤞","E2A49E","C-x 8 RET 291E RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+291F","⤟","E2A49F","C-x 8 RET 291F RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2920","⤠","E2A4A0","C-x 8 RET 2920 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2921","⤡","E2A4A1","C-x 8 RET 2921 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2922","⤢","E2A4A2","C-x 8 RET 2922 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2923","⤣","E2A4A3","C-x 8 RET 2923 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2924","⤤","E2A4A4","C-x 8 RET 2924 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2925","⤥","E2A4A5","C-x 8 RET 2925 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2926","⤦","E2A4A6","C-x 8 RET 2926 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2927","⤧","E2A4A7","C-x 8 RET 2927 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2928","⤨","E2A4A8","C-x 8 RET 2928 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2929","⤩","E2A4A9","C-x 8 RET 2929 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+292A","⤪","E2A4AA","C-x 8 RET 292A RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+292B","⤫","E2A4AB","C-x 8 RET 292B RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+292C","⤬","E2A4AC","C-x 8 RET 292C RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+292D","⤭","E2A4AD","C-x 8 RET 292D RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+292E","⤮","E2A4AE","C-x 8 RET 292E RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+292F","⤯","E2A4AF","C-x 8 RET 292F RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2930","⤰","E2A4B0","C-x 8 RET 2930 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2931","⤱","E2A4B1","C-x 8 RET 2931 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2932","⤲","E2A4B2","C-x 8 RET 2932 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2933","⤳","E2A4B3","C-x 8 RET 2933 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2934","⤴","E2A4B4","C-x 8 RET 2934 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2935","⤵","E2A4B5","C-x 8 RET 2935 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2936","⤶","E2A4B6","C-x 8 RET 2936 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2937","⤷","E2A4B7","C-x 8 RET 2937 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2938","⤸","E2A4B8","C-x 8 RET 2938 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2939","⤹","E2A4B9","C-x 8 RET 2939 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+293A","⤺","E2A4BA","C-x 8 RET 293A RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+293B","⤻","E2A4BB","C-x 8 RET 293B RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+293C","⤼","E2A4BC","C-x 8 RET 293C RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+293D","⤽","E2A4BD","C-x 8 RET 293D RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+293E","⤾","E2A4BE","C-x 8 RET 293E RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+293F","⤿","E2A4BF","C-x 8 RET 293F RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2940","⥀","E2A580","C-x 8 RET 2940 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2941","⥁","E2A581","C-x 8 RET 2941 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2942","⥂","E2A582","C-x 8 RET 2942 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2943","⥃","E2A583","C-x 8 RET 2943 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2944","⥄","E2A584","C-x 8 RET 2944 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2945","⥅","E2A585","C-x 8 RET 2945 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2946","⥆","E2A586","C-x 8 RET 2946 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2947","⥇","E2A587","C-x 8 RET 2947 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2948","⥈","E2A588","C-x 8 RET 2948 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2949","⥉","E2A589","C-x 8 RET 2949 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+294A","⥊","E2A58A","C-x 8 RET 294A RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+294B","⥋","E2A58B","C-x 8 RET 294B RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+294C","⥌","E2A58C","C-x 8 RET 294C RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+294D","⥍","E2A58D","C-x 8 RET 294D RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+294E","⥎","E2A58E","C-x 8 RET 294E RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+294F","⥏","E2A58F","C-x 8 RET 294F RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2950","⥐","E2A590","C-x 8 RET 2950 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2951","⥑","E2A591","C-x 8 RET 2951 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2952","⥒","E2A592","C-x 8 RET 2952 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2953","⥓","E2A593","C-x 8 RET 2953 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2954","⥔","E2A594","C-x 8 RET 2954 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2955","⥕","E2A595","C-x 8 RET 2955 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2956","⥖","E2A596","C-x 8 RET 2956 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2957","⥗","E2A597","C-x 8 RET 2957 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2958","⥘","E2A598","C-x 8 RET 2958 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2959","⥙","E2A599","C-x 8 RET 2959 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+295A","⥚","E2A59A","C-x 8 RET 295A RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+295B","⥛","E2A59B","C-x 8 RET 295B RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+295C","⥜","E2A59C","C-x 8 RET 295C RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+295D","⥝","E2A59D","C-x 8 RET 295D RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+295E","⥞","E2A59E","C-x 8 RET 295E RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+295F","⥟","E2A59F","C-x 8 RET 295F RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2960","⥠","E2A5A0","C-x 8 RET 2960 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2961","⥡","E2A5A1","C-x 8 RET 2961 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2962","⥢","E2A5A2","C-x 8 RET 2962 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2963","⥣","E2A5A3","C-x 8 RET 2963 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2964","⥤","E2A5A4","C-x 8 RET 2964 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2965","⥥","E2A5A5","C-x 8 RET 2965 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2966","⥦","E2A5A6","C-x 8 RET 2966 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2967","⥧","E2A5A7","C-x 8 RET 2967 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2968","⥨","E2A5A8","C-x 8 RET 2968 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2969","⥩","E2A5A9","C-x 8 RET 2969 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+296A","⥪","E2A5AA","C-x 8 RET 296A RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+296B","⥫","E2A5AB","C-x 8 RET 296B RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+296C","⥬","E2A5AC","C-x 8 RET 296C RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+296D","⥭","E2A5AD","C-x 8 RET 296D RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+296E","⥮","E2A5AE","C-x 8 RET 296E RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+296F","⥯","E2A5AF","C-x 8 RET 296F RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2970","⥰","E2A5B0","C-x 8 RET 2970 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2971","⥱","E2A5B1","C-x 8 RET 2971 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2972","⥲","E2A5B2","C-x 8 RET 2972 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2973","⥳","E2A5B3","C-x 8 RET 2973 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2974","⥴","E2A5B4","C-x 8 RET 2974 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2975","⥵","E2A5B5","C-x 8 RET 2975 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2976","⥶","E2A5B6","C-x 8 RET 2976 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2977","⥷","E2A5B7","C-x 8 RET 2977 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2978","⥸","E2A5B8","C-x 8 RET 2978 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+2979","⥹","E2A5B9","C-x 8 RET 2979 RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+297A","⥺","E2A5BA","C-x 8 RET 297A RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+297B","⥻","E2A5BB","C-x 8 RET 297B RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+297C","⥼","E2A5BC","C-x 8 RET 297C RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+297D","⥽","E2A5BD","C-x 8 RET 297D RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+297E","⥾","E2A5BE","C-x 8 RET 297E RET","Supplemental Arrows-B (U+2900 to U+297F)" 
"U+297F","⥿","E2A5BF","C-x 8 RET 297F RET","Supplemental Arrows-B (U+2900 to U+297F)" 
